name,price,address,distance,rating,review_count,numeric_review_count,numeric_score,stars,room_type,snapshot_date,check_in,check_out,ttt,los
Pod 39,US$319,"Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,767 reviews","12,767 review",12767,8.3,3 stars,Twin Pod,6/9/2025,6/22/2025,6/24/2025,13,2
Hyatt Place New York Chelsea,US$558,"Chelsea, New York",2.8 km from downtown,"Scored 7.9
7.9
Good
18,284 reviews","18,284 review",18284,7.9,4 stars,King Room with Roll-In Shower - Disability Access,6/9/2025,6/22/2025,6/24/2025,13,2
Grayson Hotel,US$552,"Manhattan, New York",1.8 km from downtown,"Scored 8.6
8.6
Excellent
1,145 reviews","1,145 review",1145,8.6,4 stars,King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hyatt Centric Midtown 5th Avenue New York,US$501,"Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,King Room with Roll-In Shower - Disability Access,6/9/2025,6/22/2025,6/24/2025,13,2
The Manhattan at Times Square,US$423,"Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,6/9/2025,6/22/2025,6/24/2025,13,2
Da Vinci Hotel,US$330,"Manhattan, New York",250 m from downtown,"Scored 7.5
7.5
Good
1,512 reviews","1,512 review",1512,7.5,3 stars,Standard Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Life Hotel New York,US$385,"NoMad, New York",2.4 km from downtown,"Scored 8.0
8.0
Very Good
898 reviews",898 review,898,8,4 stars,Classic Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
InterContinental New York Times Square by IHG,US$698,"Hell's Kitchen, New York",1.2 km from downtown,"Scored 8.0
8.0
Very Good
1,770 reviews","1,770 review",1770,8,4 stars,Classic King Room - Low Floor,6/9/2025,6/22/2025,6/24/2025,13,2
Sixty LES,US$457,"Lower East Side, New York",5.2 km from downtown,"Scored 7.7
7.7
Good
847 reviews",847 review,847,7.7,4 stars,Queen Studio,6/9/2025,6/22/2025,6/24/2025,13,2
Royalton New York,US$508,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,117 reviews","3,117 review",3117,7.5,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
The Muse New York,US$484,"Manhattan, New York",1.1 km from downtown,"Scored 8.5
8.5
Very Good
2,728 reviews","2,728 review",2728,8.5,4 stars,Deluxe King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hotel Elysee by Library Hotel Collection,US$608,"Midtown East, New York",1.2 km from downtown,"Scored 8.7
8.7
Excellent
409 reviews",409 review,409,8.7,4 stars,Deluxe Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Element Times Square West,US$446,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,729 reviews","7,729 review",7729,8,4 stars,King Room - Hearing Accessible,6/9/2025,6/22/2025,6/24/2025,13,2
Doubletree By Hilton New York Times Square West,US$479,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,One King Bed Hearing Accessible,6/9/2025,6/22/2025,6/24/2025,13,2
citizenM New York Times Square,US$538,"Manhattan, New York",0.8 km from downtown,"Scored 8.7
8.7
Excellent
3,971 reviews","3,971 review",3971,8.7,4 stars,King Room,6/9/2025,6/22/2025,6/24/2025,13,2
The Evelyn NoMad,US$620,"NoMad, New York",2.7 km from downtown,"Scored 8.4
8.4
Very Good
2,380 reviews","2,380 review",2380,8.4,5 stars,Superior Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
UNTITLED at 3 Freeman Alley,US$572,"Lower East Side, New York",5.2 km from downtown,"Scored 8.5
8.5
Very Good
660 reviews",660 review,660,8.5,4 stars,Studio Mini,6/9/2025,6/22/2025,6/24/2025,13,2
The Frederick Hotel Tribeca,US$518,"Tribeca, New York",6.3 km from downtown,"Scored 8.3
8.3
Very Good
2,204 reviews","2,204 review",2204,8.3,5 stars,Standard 1 Full Bed,6/9/2025,6/22/2025,6/24/2025,13,2
Kimpton Theta New York - Times Square by IHG,US$459,"Manhattan, New York",0.9 km from downtown,"Scored 8.2
8.2
Very Good
1,679 reviews","1,679 review",1679,8.2,5 stars,Premium King Room - High Floor,6/9/2025,6/22/2025,6/24/2025,13,2
Motto by Hilton New York City Chelsea,US$497,"Chelsea, New York",2.8 km from downtown,"Scored 8.6
8.6
Excellent
3,104 reviews","3,104 review",3104,8.6,4 stars,Flex Room with Wall Bed,6/9/2025,6/22/2025,6/24/2025,13,2
Park Central,US$511,"Manhattan, New York",400 m from downtown,"Scored 7.4
7.4
Good
7,637 reviews","7,637 review",7637,7.4,4 stars,Classic King Room,6/9/2025,6/22/2025,6/24/2025,13,2
DoubleTree by Hilton Hotel New York City - Chelsea,US$466,"Chelsea, New York",2.5 km from downtown,"Scored 7.2
7.2
Good
3,873 reviews","3,873 review",3873,7.2,4 stars,King Room - Non-Smoking,6/9/2025,6/22/2025,6/24/2025,13,2
voco Times Square South New York by IHG,US$543,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,854 reviews","3,854 review",3854,8.2,4 stars,Standard Double Room,6/9/2025,6/22/2025,6/24/2025,13,2
Virgin Hotels New York City,US$765,"NoMad, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
1,452 reviews","1,452 review",1452,8.3,4 stars,Chamber King ADA,6/9/2025,6/22/2025,6/24/2025,13,2
Riverside Tower Hotel,US$390,"Upper West Side, New York",1.9 km from downtown,"Scored 8.5
8.5
Very Good
2,672 reviews","2,672 review",2672,8.5,2 stars,Park View Double,6/9/2025,6/22/2025,6/24/2025,13,2
"The New Yorker, A Wyndham Hotel",US$344,"Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,543 reviews","15,543 review",15543,7.7,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hudson Yards Hotel,US$286,"Hell's Kitchen, New York",1.5 km from downtown,"Scored 6.4
6.4
Review score
266 reviews",266 review,266,6.4,3 stars,Superior King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Millennium Hotel Broadway Times Square,US$398,"Manhattan, New York",1.3 km from downtown,"Scored 7.4
7.4
Good
7,859 reviews","7,859 review",7859,7.4,4 stars,Queen Room with Bath Tub - Hearing/Mobility Accessible,6/9/2025,6/22/2025,6/24/2025,13,2
Pod Times Square,US$358,"Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,6/9/2025,6/22/2025,6/24/2025,13,2
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$330,"Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Double Room with Step-In Shower - Disability Access/Non Smoking,6/9/2025,6/22/2025,6/24/2025,13,2
NYC Townhouse Apartment,US$179,"Harlem, New York",4.8 km from downtown,"Scored 6.8
6.8
Review score
45 reviews",45 review,45,6.8,2 stars,Deluxe Double Room,6/9/2025,6/22/2025,6/24/2025,13,2
Citadines Connect Fifth Avenue New York,US$457,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,239 reviews","3,239 review",3239,7.5,3 stars,Premier King Room,6/9/2025,6/22/2025,6/24/2025,13,2
"Hotel Shocard Broadway, Times Square",US$309,"Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
"The Cloud One New York-Downtown, by the Motel One Group",US$497,"Manhattan, New York",7 km from downtown,"Scored 8.6
8.6
Excellent
6,702 reviews","6,702 review",6702,8.6,4 stars,Standard King Room,6/9/2025,6/22/2025,6/24/2025,13,2
MOXY NYC Times Square,US$526,"Manhattan, New York",1.9 km from downtown,"Scored 8.1
8.1
Very Good
5,815 reviews","5,815 review",5815,8.1,4 stars,Double Room,6/9/2025,6/22/2025,6/24/2025,13,2
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$370,"Midtown East, New York",1.5 km from downtown,"Scored 8.7
8.7
Excellent
1,258 reviews","1,258 review",1258,8.7,3 stars,Interior Room - No Windows,6/9/2025,6/22/2025,6/24/2025,13,2
Paramount Hotel Times Square,US$320,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room,6/9/2025,6/22/2025,6/24/2025,13,2
Romer Hell's Kitchen,US$484,"Hell's Kitchen, New York",0.6 km from downtown,"Scored 8.6
8.6
Excellent
2,708 reviews","2,708 review",2708,8.6,4 stars,Deluxe King,6/9/2025,6/22/2025,6/24/2025,13,2
The Dominick Hotel,US$846,"SoHo, New York",5.1 km from downtown,"Scored 8.6
8.6
Excellent
1,156 reviews","1,156 review",1156,8.6,5 stars,Hudson Square King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hampton Inn by Hilton New York Times Square,US$553,"Manhattan, New York",1 km from downtown,"Scored 7.8
7.8
Good
2,790 reviews","2,790 review",2790,7.8,3 stars,King Bed with City View,6/9/2025,6/22/2025,6/24/2025,13,2
Hotel Edison Times Square,US$508,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,928 reviews","12,928 review",12928,7.7,4 stars,Accessible Queen Guest Room,6/9/2025,6/22/2025,6/24/2025,13,2
M Social Hotel Times Square New York,US$542,"Manhattan, New York",0.6 km from downtown,"Scored 8.4
8.4
Very Good
12,015 reviews","12,015 review",12015,8.4,4 stars,Social City View King,6/9/2025,6/22/2025,6/24/2025,13,2
Hotel Belleclaire Central Park,US$508,"Upper West Side, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
5,163 reviews","5,163 review",5163,8.2,4 stars,Standard 1 Full Size,6/9/2025,6/22/2025,6/24/2025,13,2
Margaritaville Resort Times Square,US$542,"Manhattan, New York",1.5 km from downtown,"Scored 8.6
8.6
Excellent
4,161 reviews","4,161 review",4161,8.6,4 stars,Standard Room one queen Bed,6/9/2025,6/22/2025,6/24/2025,13,2
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,US$367,"Chelsea, New York",2.7 km from downtown,"Scored 7.7
7.7
Good
2,694 reviews","2,694 review",2694,7.7,4 stars,Standard Queen Room with Communications Accessible Roll-In Shower,6/9/2025,6/22/2025,6/24/2025,13,2
Aura Hotel Times Square Newly Renovated,US$359,"Manhattan, New York",1.3 km from downtown,"Scored 7.8
7.8
Good
590 reviews",590 review,590,7.8,4 stars,Deluxe Double Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hyatt Place New York City - Times Square,US$578,"Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,637 reviews","21,637 review",21637,7.8,4 stars,Standard King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Warwick New York,US$630,"Manhattan, New York",0.7 km from downtown,"Scored 8.2
8.2
Very Good
6,650 reviews","6,650 review",6650,8.2,4 stars,Premier King Bed,6/9/2025,6/22/2025,6/24/2025,13,2
DoubleTree by Hilton New York Midtown Fifth Ave,US$513,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
1,951 reviews","1,951 review",1951,7.7,4 stars,Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hilton Garden Inn New York Times Square South,US$513,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,912 reviews","3,912 review",3912,8.2,3 stars,King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Pod 39,US$319,"Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,767 reviews","12,767 review",12767,8.3,3 stars,Twin Pod,6/9/2025,6/22/2025,6/24/2025,13,2
Hyatt Place New York Chelsea,US$558,"Chelsea, New York",2.8 km from downtown,"Scored 7.9
7.9
Good
18,284 reviews","18,284 review",18284,7.9,4 stars,King Room with Roll-In Shower - Disability Access,6/9/2025,6/22/2025,6/24/2025,13,2
Grayson Hotel,US$552,"Manhattan, New York",1.8 km from downtown,"Scored 8.6
8.6
Excellent
1,145 reviews","1,145 review",1145,8.6,4 stars,King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hyatt Centric Midtown 5th Avenue New York,US$501,"Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,King Room with Roll-In Shower - Disability Access,6/9/2025,6/22/2025,6/24/2025,13,2
The Manhattan at Times Square,US$423,"Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,6/9/2025,6/22/2025,6/24/2025,13,2
Da Vinci Hotel,US$330,"Manhattan, New York",250 m from downtown,"Scored 7.5
7.5
Good
1,512 reviews","1,512 review",1512,7.5,3 stars,Standard Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Life Hotel New York,US$385,"NoMad, New York",2.4 km from downtown,"Scored 8.0
8.0
Very Good
898 reviews",898 review,898,8,4 stars,Classic Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
InterContinental New York Times Square by IHG,US$698,"Hell's Kitchen, New York",1.2 km from downtown,"Scored 8.0
8.0
Very Good
1,770 reviews","1,770 review",1770,8,4 stars,Classic King Room - Low Floor,6/9/2025,6/22/2025,6/24/2025,13,2
Sixty LES,US$457,"Lower East Side, New York",5.2 km from downtown,"Scored 7.7
7.7
Good
847 reviews",847 review,847,7.7,4 stars,Queen Studio,6/9/2025,6/22/2025,6/24/2025,13,2
Royalton New York,US$508,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,117 reviews","3,117 review",3117,7.5,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
The Muse New York,US$484,"Manhattan, New York",1.1 km from downtown,"Scored 8.5
8.5
Very Good
2,728 reviews","2,728 review",2728,8.5,4 stars,Deluxe King Room,6/9/2025,6/22/2025,6/24/2025,13,2
Hotel Elysee by Library Hotel Collection,US$608,"Midtown East, New York",1.2 km from downtown,"Scored 8.7
8.7
Excellent
409 reviews",409 review,409,8.7,4 stars,Deluxe Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
Element Times Square West,US$446,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,729 reviews","7,729 review",7729,8,4 stars,King Room - Hearing Accessible,6/9/2025,6/22/2025,6/24/2025,13,2
Doubletree By Hilton New York Times Square West,US$479,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,One King Bed Hearing Accessible,6/9/2025,6/22/2025,6/24/2025,13,2
citizenM New York Times Square,US$538,"Manhattan, New York",0.8 km from downtown,"Scored 8.7
8.7
Excellent
3,971 reviews","3,971 review",3971,8.7,4 stars,King Room,6/9/2025,6/22/2025,6/24/2025,13,2
The Evelyn NoMad,US$620,"NoMad, New York",2.7 km from downtown,"Scored 8.4
8.4
Very Good
2,380 reviews","2,380 review",2380,8.4,5 stars,Superior Queen Room,6/9/2025,6/22/2025,6/24/2025,13,2
UNTITLED at 3 Freeman Alley,US$572,"Lower East Side, New York",5.2 km from downtown,"Scored 8.5
8.5
Very Good
660 reviews",660 review,660,8.5,4 stars,Studio Mini,6/9/2025,6/22/2025,6/24/2025,13,2
The Frederick Hotel Tribeca,US$518,"Tribeca, New York",6.3 km from downtown,"Scored 8.3
8.3
Very Good
2,204 reviews","2,204 review",2204,8.3,5 stars,Standard 1 Full Bed,6/9/2025,6/22/2025,6/24/2025,13,2
Kimpton Theta New York - Times Square by IHG,US$459,"Manhattan, New York",0.9 km from downtown,"Scored 8.2
8.2
Very Good
1,679 reviews","1,679 review",1679,8.2,5 stars,Premium King Room - High Floor,6/9/2025,6/22/2025,6/24/2025,13,2
Motto by Hilton New York City Chelsea,US$497,"Chelsea, New York",2.8 km from downtown,"Scored 8.6
8.6
Excellent
3,104 reviews","3,104 review",3104,8.6,4 stars,Flex Room with Wall Bed,6/9/2025,6/22/2025,6/24/2025,13,2
Park Central,US$511,"Manhattan, New York",400 m from downtown,"Scored 7.4
7.4
Good
7,637 reviews","7,637 review",7637,7.4,4 stars,Classic King Room,6/9/2025,6/22/2025,6/24/2025,13,2
DoubleTree by Hilton Hotel New York City - Chelsea,US$466,"Chelsea, New York",2.5 km from downtown,"Scored 7.2
7.2
Good
3,873 reviews","3,873 review",3873,7.2,4 stars,King Room - Non-Smoking,6/9/2025,6/22/2025,6/24/2025,13,2
voco Times Square South New York by IHG,US$543,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,854 reviews","3,854 review",3854,8.2,4 stars,Standard Double Room,6/9/2025,6/22/2025,6/24/2025,13,2
Virgin Hotels New York City,US$765,"NoMad, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
1,452 reviews","1,452 review",1452,8.3,4 stars,Chamber King ADA,6/9/2025,6/22/2025,6/24/2025,13,2
Riverside Tower Hotel,US$615,"Upper West Side, New York",1.9 km from downtown,"Scored 8.5
8.5
Very Good
2,672 reviews","2,672 review",2672,8.5,2 stars,Standard Double,6/9/2025,6/22/2025,6/25/2025,13,3
"The New Yorker, A Wyndham Hotel",US$549,"Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,543 reviews","15,543 review",15543,7.7,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
Millennium Hotel Broadway Times Square,US$590,"Manhattan, New York",1.3 km from downtown,"Scored 7.4
7.4
Good
7,859 reviews","7,859 review",7859,7.4,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
Best Western Plus Soho Hotel,US$890,"Chinatown, New York",5.8 km from downtown,"Scored 8.6
8.6
Excellent
1,401 reviews","1,401 review",1401,8.6,3 stars,Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
Hudson Yards Hotel,US$502,"Hell's Kitchen, New York",1.5 km from downtown,"Scored 6.4
6.4
Review score
266 reviews",266 review,266,6.4,3 stars,Superior King Room,6/9/2025,6/22/2025,6/25/2025,13,3
DoubleTree by Hilton New York Times Square South,US$879,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
6,445 reviews","6,445 review",6445,8.2,4 stars,King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,US$562,"Chelsea, New York",2.7 km from downtown,"Scored 7.7
7.7
Good
2,694 reviews","2,694 review",2694,7.7,4 stars,Standard King Room,6/9/2025,6/22/2025,6/25/2025,13,3
M Social Hotel Times Square New York,US$791,"Manhattan, New York",0.6 km from downtown,"Scored 8.4
8.4
Very Good
12,015 reviews","12,015 review",12015,8.4,4 stars,Social City View King,6/9/2025,6/22/2025,6/25/2025,13,3
Citadines Connect Fifth Avenue New York,US$762,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,239 reviews","3,239 review",3239,7.5,3 stars,Premier King Room,6/9/2025,6/22/2025,6/25/2025,13,3
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$570,"Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Boutique Double - Non Smoking,6/9/2025,6/22/2025,6/25/2025,13,3
Hotel Edison Times Square,US$783,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,928 reviews","12,928 review",12928,7.7,4 stars,Signature 1 Queen Bed,6/9/2025,6/22/2025,6/25/2025,13,3
"Hotel Shocard Broadway, Times Square",US$527,"Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
Hotel Belleclaire Central Park,US$753,"Upper West Side, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
5,163 reviews","5,163 review",5163,8.2,4 stars,Standard 1 Full Size,6/9/2025,6/22/2025,6/25/2025,13,3
"The Cloud One New York-Downtown, by the Motel One Group",US$790,"Manhattan, New York",7 km from downtown,"Scored 8.6
8.6
Excellent
6,702 reviews","6,702 review",6702,8.6,4 stars,Standard King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Romer Hell's Kitchen,US$810,"Hell's Kitchen, New York",0.6 km from downtown,"Scored 8.6
8.6
Excellent
2,708 reviews","2,708 review",2708,8.6,4 stars,Deluxe King,6/9/2025,6/22/2025,6/25/2025,13,3
NYC Townhouse Apartment,US$268,"Harlem, New York",4.8 km from downtown,"Scored 6.8
6.8
Review score
45 reviews",45 review,45,6.8,2 stars,Deluxe Double Room,6/9/2025,6/22/2025,6/25/2025,13,3
Aura Hotel Times Square Newly Renovated,US$582,"Manhattan, New York",1.3 km from downtown,"Scored 7.8
7.8
Good
590 reviews",590 review,590,7.8,4 stars,Deluxe Double Room,6/9/2025,6/22/2025,6/25/2025,13,3
The Dominick Hotel,"US$1,443","SoHo, New York",5.1 km from downtown,"Scored 8.6
8.6
Excellent
1,156 reviews","1,156 review",1156,8.6,5 stars,Hudson Square King Room,6/9/2025,6/22/2025,6/25/2025,13,3
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$640,"Midtown East, New York",1.5 km from downtown,"Scored 8.7
8.7
Excellent
1,258 reviews","1,258 review",1258,8.7,3 stars,Interior Room - No Windows,6/9/2025,6/22/2025,6/25/2025,13,3
Margaritaville Resort Times Square,US$886,"Manhattan, New York",1.5 km from downtown,"Scored 8.6
8.6
Excellent
4,161 reviews","4,161 review",4161,8.6,4 stars,Standard Room one queen Bed,6/9/2025,6/22/2025,6/25/2025,13,3
Paramount Hotel Times Square,US$536,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room,6/9/2025,6/22/2025,6/25/2025,13,3
Warwick New York,US$990,"Manhattan, New York",0.7 km from downtown,"Scored 8.2
8.2
Very Good
6,650 reviews","6,650 review",6650,8.2,4 stars,Premier King Bed,6/9/2025,6/22/2025,6/25/2025,13,3
The Muse New York,US$736,"Manhattan, New York",1.1 km from downtown,"Scored 8.5
8.5
Very Good
2,728 reviews","2,728 review",2728,8.5,4 stars,Deluxe King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Sixty LES,US$737,"Lower East Side, New York",5.2 km from downtown,"Scored 7.7
7.7
Good
847 reviews",847 review,847,7.7,4 stars,Queen Studio,6/9/2025,6/22/2025,6/25/2025,13,3
Pod Times Square,US$608,"Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,6/9/2025,6/22/2025,6/25/2025,13,3
Holiday Inn Express New York City Chelsea by IHG,US$682,"Chelsea, New York",2.4 km from downtown,"Scored 7.8
7.8
Good
3,563 reviews","3,563 review",3563,7.8,3 stars,Standard King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Life Hotel New York,US$613,"NoMad, New York",2.4 km from downtown,"Scored 8.0
8.0
Very Good
898 reviews",898 review,898,8,4 stars,Classic Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
DoubleTree by Hilton New York Midtown Fifth Ave,US$870,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
1,951 reviews","1,951 review",1951,7.7,4 stars,Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
Fairfield By Marriott New York Manhattan Times Square,US$898,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.3
8.3
Very Good
5,726 reviews","5,726 review",5726,8.3,4 stars,King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Royalton New York,US$799,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,117 reviews","3,117 review",3117,7.5,4 stars,Standard Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
The FIDI Hotel,US$657,"Manhattan, New York",7.6 km from downtown,"Scored 8.1
8.1
Very Good
1,536 reviews","1,536 review",1536,8.1,4 stars,Standard Full,6/9/2025,6/22/2025,6/25/2025,13,3
Hyatt Place New York City - Times Square,US$967,"Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,637 reviews","21,637 review",21637,7.8,4 stars,Standard King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Renaissance New York Harlem Hotel,US$711,"Harlem, New York",5.4 km from downtown,"Scored 7.9
7.9
Good
1,186 reviews","1,186 review",1186,7.9,3 stars,King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Holiday Inn Express - Times Square by IHG,US$775,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.0
7.0
Good
2,189 reviews","2,189 review",2189,7,3 stars,Standard Room,6/9/2025,6/22/2025,6/25/2025,13,3
The Manhattan at Times Square,US$700,"Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,6/9/2025,6/22/2025,6/25/2025,13,3
Sheraton New York Times Square Hotel,US$824,"Manhattan, New York",0.6 km from downtown,"Scored 6.4
6.4
Review score
1,895 reviews","1,895 review",1895,6.4,4 stars,"Traditional, Guest room, 1 Queen",6/9/2025,6/22/2025,6/25/2025,13,3
Grayson Hotel,US$950,"Manhattan, New York",1.8 km from downtown,"Scored 8.6
8.6
Excellent
1,145 reviews","1,145 review",1145,8.6,4 stars,King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Park Central,US$810,"Manhattan, New York",400 m from downtown,"Scored 7.4
7.4
Good
7,637 reviews","7,637 review",7637,7.4,4 stars,Classic King Room,6/9/2025,6/22/2025,6/25/2025,13,3
Eurostars Wall Street,US$648,"Manhattan, New York",7.3 km from downtown,"Scored 8.0
8.0
Very Good
1,383 reviews","1,383 review",1383,8,4 stars,Queen Room,6/9/2025,6/22/2025,6/25/2025,13,3
The Frederick Hotel Tribeca,US$807,"Tribeca, New York",6.3 km from downtown,"Scored 8.3
8.3
Very Good
2,204 reviews","2,204 review",2204,8.3,5 stars,Standard 1 Full Bed,6/9/2025,6/22/2025,6/25/2025,13,3
citizenM New York Times Square,US$743,"Manhattan, New York",0.8 km from downtown,"Scored 8.7
8.7
Excellent
3,971 reviews","3,971 review",3971,8.7,4 stars,King Room,6/9/2025,6/22/2025,6/25/2025,13,3
"U Hotel Fifth Avenue, Empire State Building",US$694,"Manhattan, New York",2.1 km from downtown,"Scored 8.0
8.0
Very Good
3,351 reviews","3,351 review",3351,8,3 stars,Double Room,6/9/2025,6/22/2025,6/25/2025,13,3
UNTITLED at 3 Freeman Alley,US$913,"Lower East Side, New York",5.2 km from downtown,"Scored 8.5
8.5
Very Good
660 reviews",660 review,660,8.5,4 stars,Studio Mini,6/9/2025,6/22/2025,6/25/2025,13,3
Radio Hotel,US$549,"Washington Heights, New York",9.8 km from downtown,"Scored 7.7
7.7
Good
1,761 reviews","1,761 review",1761,7.7,4 stars,Standard Studio,6/9/2025,6/22/2025,6/25/2025,13,3
Element Times Square West,US$726,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,729 reviews","7,729 review",7729,8,4 stars,King Room - Hearing Accessible,6/9/2025,6/22/2025,6/25/2025,13,3
SpringHill Suites by Marriott New York Manhattan/Times Square South,US$933,"Hell's Kitchen, New York",1.9 km from downtown,"Scored 8.2
8.2
Very Good
7,732 reviews","7,732 review",7732,8.2,4 stars,Queen Room - Non-Smoking,6/9/2025,6/22/2025,6/25/2025,13,3
